bulletin_id,candidat_id,mission_id,date_paie,heures_indemnisees,salaire_brut_base,ifm_montant,cp_montant,total_brut,charges_patronales,cout_total_employeur
PAY-2026-3477,CAND-1386,MISS-11039,2024-06-27,70.0,4228.58,422.86,465.14,5116.58,2148.96,7265.55
PAY-2026-3478,CAND-1160,MISS-12413,2024-11-22,70.0,2480.03,248.0,272.8,3000.84,1260.35,4261.19
PAY-2026-3479,CAND-1327,MISS-10351,2026-03-10,630.0,47172.34,4717.23,5188.96,57078.53,23972.98,81051.51
PAY-2026-3480,CAND-1318,MISS-13205,2025-11-24,70.0,3293.56,329.36,362.29,3985.2,1673.78,5658.99
PAY-2026-3481,CAND-1024,MISS-11964,2025-07-06,210.0,10878.68,1087.87,1196.66,13163.21,5528.55,18691.76
PAY-2026-3482,CAND-1031,MISS-12258,2026-02-02,315.0,11973.44,1197.34,1317.08,14487.86,6084.9,20572.76
PAY-2026-3483,CAND-1421,MISS-12459,2024-11-08,35.0,1963.79,196.38,216.02,2376.19,998.0,3374.18
PAY-2026-3484,CAND-1437,MISS-11031,2025-03-06,70.0,3093.04,309.3,340.23,3742.58,1571.88,5314.46
PAY-2026-3485,CAND-1084,MISS-10598,2025-06-11,630.0,30837.38,3083.74,3392.11,37313.24,15671.56,52984.79
PAY-2026-3486,CAND-1299,MISS-10984,2026-08-26,17.5,828.72,82.87,91.16,1002.76,421.16,1423.92
PAY-2026-3487,CAND-1487,MISS-10482,2024-08-21,35.0,1296.51,129.65,142.62,1568.78,658.89,2227.66
PAY-2026-3488,CAND-1210,MISS-12978,2026-03-04,210.0,8063.35,806.34,886.97,9756.65,4097.79,13854.45
PAY-2026-3489,CAND-1309,MISS-12668,2026-03-03,17.5,878.78,87.88,96.67,1063.33,446.6,1509.93
PAY-2026-3490,CAND-1005,MISS-12091,2024-09-27,210.0,12068.52,1206.85,1327.54,14602.91,6133.22,20736.13
PAY-2026-3491,CAND-1117,MISS-12153,2024-09-06,35.0,1088.88,108.89,119.78,1317.54,553.37,1870.91
PAY-2026-3492,CAND-1182,MISS-12743,2024-03-06,210.0,15516.14,1551.61,1706.78,18774.53,7885.3,26659.83
PAY-2026-3493,CAND-1006,MISS-12605,2024-04-02,70.0,2879.59,287.96,316.75,3484.3,1463.41,4947.71
PAY-2026-3494,CAND-1185,MISS-12136,2024-05-13,70.0,2619.0,261.9,288.09,3168.99,1330.98,4499.97
PAY-2026-3495,CAND-1499,MISS-11236,2025-07-18,210.0,15589.11,1558.91,1714.8,18862.82,7922.39,26785.21
PAY-2026-3496,CAND-1472,MISS-13227,2025-01-05,210.0,10451.17,1045.12,1149.63,12645.92,5311.28,17957.2
PAY-2026-3497,CAND-1373,MISS-12296,2025-01-09,630.0,23684.94,2368.49,2605.34,28658.78,12036.69,40695.46
PAY-2026-3498,CAND-1274,MISS-10001,2025-09-09,17.5,928.6,92.86,102.15,1123.6,471.91,1595.51
PAY-2026-3499,CAND-1139,MISS-12322,2024-09-27,70.0,2572.22,257.22,282.94,3112.38,1307.2,4419.58
PAY-2026-3500,CAND-1336,MISS-13383,2024-12-23,17.5,665.55,66.55,73.21,805.32,338.23,1143.55
PAY-2026-3501,CAND-1342,MISS-12101,2026-02-13,70.0,3197.18,319.72,351.69,3868.58,1624.8,5493.39
PAY-2026-3502,CAND-1102,MISS-10282,2024-05-30,35.0,1474.34,147.43,162.18,1783.96,749.26,2533.22
PAY-2026-3503,CAND-1458,MISS-13360,2025-10-13,315.0,16841.42,1684.14,1852.56,20378.12,8558.81,28936.94
PAY-2026-3504,CAND-1477,MISS-13366,2026-05-28,17.5,1110.13,111.01,122.11,1343.26,564.17,1907.43
PAY-2026-3505,CAND-1145,MISS-12266,2024-08-01,70.0,3410.36,341.04,375.14,4126.54,1733.14,5859.68
PAY-2026-3506,CAND-1240,MISS-10165,2026-07-16,17.5,1224.61,122.46,134.71,1481.78,622.35,2104.12
PAY-2026-3507,CAND-1186,MISS-10131,2025-06-10,35.0,1370.79,137.08,150.79,1658.66,696.64,2355.29
PAY-2026-3508,CAND-1192,MISS-11182,2025-04-06,210.0,8926.95,892.7,981.96,10801.61,4536.68,15338.29
PAY-2026-3509,CAND-1177,MISS-11502,2024-06-03,315.0,22455.62,2245.56,2470.12,27171.3,11411.95,38583.25
PAY-2026-3510,CAND-1449,MISS-11551,2024-09-04,35.0,2215.04,221.5,243.65,2680.19,1125.68,3805.87
PAY-2026-3511,CAND-1032,MISS-10067,2025-04-29,315.0,19072.64,1907.26,2097.99,23077.89,9692.72,32770.61
PAY-2026-3512,CAND-1263,MISS-10892,2026-07-23,315.0,19924.79,1992.48,2191.73,24109.0,10125.78,34234.77
PAY-2026-3513,CAND-1326,MISS-13297,2025-09-23,70.0,5207.7,520.77,572.85,6301.32,2646.55,8947.87
PAY-2026-3514,CAND-1139,MISS-12322,2024-09-27,70.0,2572.22,257.22,282.94,3112.38,1307.2,4419.58
PAY-2026-3515,CAND-1364,MISS-10772,2024-07-04,70.0,3619.69,361.97,398.17,4379.82,1839.53,6219.35
PAY-2026-3516,CAND-1009,MISS-12304,2024-07-11,210.0,11898.54,1189.85,1308.84,14397.23,6046.84,20444.07
PAY-2026-3517,CAND-1154,MISS-10593,2026-09-06,17.5,941.87,94.19,103.61,1139.66,478.66,1618.32
PAY-2026-3518,CAND-1327,MISS-10351,2026-03-10,630.0,47172.34,4717.23,5188.96,57078.53,23972.98,81051.51
PAY-2026-3519,CAND-1326,MISS-13071,2024-08-28,70.0,4951.66,495.17,544.68,5991.5,2516.43,8507.93
PAY-2026-3520,CAND-1154,MISS-12988,2025-07-19,35.0,2494.8,249.48,274.43,3018.7,1267.85,4286.56
PAY-2026-3521,CAND-1416,MISS-12307,2026-07-09,315.0,11378.02,1137.8,1251.58,13767.4,5782.31,19549.71
PAY-2026-3522,CAND-1141,MISS-13421,2025-02-28,70.0,3968.22,396.82,436.5,4801.55,2016.65,6818.2
PAY-2026-3523,CAND-1152,MISS-10921,2025-06-05,35.0,2577.4,257.74,283.51,3118.65,1309.83,4428.49
PAY-2026-3524,CAND-1085,MISS-12480,2024-06-07,70.0,4208.92,420.89,462.98,5092.79,2138.97,7231.76
PAY-2026-3525,CAND-1284,MISS-10609,2026-01-01,70.0,3703.8,370.38,407.42,4481.6,1882.27,6363.88
PAY-2026-3526,CAND-1296,MISS-11074,2025-06-08,70.0,4171.02,417.1,458.81,5046.94,2119.71,7166.66
PAY-2026-3527,CAND-1053,MISS-12552,2026-03-15,70.0,2611.23,261.12,287.24,3159.59,1327.03,4486.62
PAY-2026-3528,CAND-1399,MISS-11261,2026-08-11,35.0,1888.92,188.89,207.78,2285.6,959.95,3245.55
PAY-2026-3529,CAND-1373,MISS-11555,2024-06-07,210.0,7772.0,777.2,854.92,9404.11,3949.73,13353.84
PAY-2026-3530,CAND-1423,MISS-10725,2025-01-20,315.0,13539.76,1353.98,1489.37,16383.1,6880.9,23264.01
PAY-2026-3531,CAND-1362,MISS-12048,2025-08-08,35.0,2256.05,225.61,248.17,2729.83,1146.53,3876.35
PAY-2026-3532,CAND-1058,MISS-13286,2025-08-06,315.0,23544.25,2354.43,2589.87,28488.54,11965.19,40453.73
PAY-2026-3533,CAND-1391,MISS-12507,2024-03-16,70.0,3723.93,372.39,409.63,4505.96,1892.5,6398.46
PAY-2026-3534,CAND-1228,MISS-11248,2025-09-03,210.0,10922.54,1092.25,1201.48,13216.27,5550.83,18767.11
PAY-2026-3535,CAND-1144,MISS-12455,2026-02-12,70.0,4528.85,452.89,498.17,5479.91,2301.56,7781.48
PAY-2026-3536,CAND-1064,MISS-11309,2024-05-06,35.0,2196.68,219.67,241.63,2657.98,1116.35,3774.33
PAY-2026-3537,CAND-1364,MISS-10772,2024-07-04,70.0,3619.69,361.97,398.17,4379.82,1839.53,6219.35
PAY-2026-3538,CAND-1183,MISS-12916,2024-05-24,70.0,2937.66,293.77,323.14,3554.57,1492.92,5047.49
PAY-2026-3539,CAND-1040,MISS-11022,2025-08-20,70.0,3284.28,328.43,361.27,3973.97,1669.07,5643.04
PAY-2026-3540,CAND-1267,MISS-13142,2024-03-03,70.0,2836.89,283.69,312.06,3432.64,1441.71,4874.34
PAY-2026-3541,CAND-1439,MISS-12476,2024-12-26,210.0,12724.02,1272.4,1399.64,15396.06,6466.34,21862.4
PAY-2026-3542,CAND-1254,MISS-12961,2024-06-29,315.0,20344.42,2034.44,2237.89,24616.75,10339.04,34955.79
PAY-2026-3543,CAND-1029,MISS-13470,2024-07-12,210.0,11127.08,1112.71,1223.98,13463.77,5654.78,19118.56
PAY-2026-3544,CAND-1299,MISS-12655,2025-03-05,70.0,3566.92,356.69,392.36,4315.98,1812.71,6128.69
PAY-2026-3545,CAND-1164,MISS-13280,2025-08-04,70.0,4333.75,433.38,476.71,5243.84,2202.41,7446.25
PAY-2026-3546,CAND-1405,MISS-11282,2024-06-09,70.0,4678.34,467.83,514.62,5660.8,2377.53,8038.33
PAY-2026-3547,CAND-1365,MISS-12572,2024-07-01,35.0,1690.02,169.0,185.9,2044.93,858.87,2903.8
PAY-2026-3548,CAND-1093,MISS-10027,2024-03-01,315.0,22962.92,2296.29,2525.92,27785.13,11669.76,39454.89
PAY-2026-3549,CAND-1254,MISS-12194,2026-05-21,630.0,39718.64,3971.86,4369.05,48059.55,20185.01,68244.56
PAY-2026-3550,CAND-1092,MISS-10129,2026-05-19,630.0,41726.07,4172.61,4589.87,50488.55,21205.19,71693.74
PAY-2026-3551,CAND-1474,MISS-12058,2024-07-15,70.0,4422.33,442.23,486.46,5351.02,2247.43,7598.45
PAY-2026-3552,CAND-1409,MISS-13387,2024-03-14,630.0,26949.73,2694.97,2964.47,32609.17,13695.85,46305.03
PAY-2026-3553,CAND-1084,MISS-10598,2025-06-11,630.0,30837.38,3083.74,3392.11,37313.24,15671.56,52984.79
PAY-2026-3554,CAND-1038,MISS-11649,2025-04-05,315.0,21671.33,2167.13,2383.85,26222.31,11013.37,37235.68
PAY-2026-3555,CAND-1102,MISS-12863,2025-12-11,315.0,21769.61,2176.96,2394.66,26341.23,11063.32,37404.54
PAY-2026-3556,CAND-1317,MISS-10429,2025-07-28,35.0,2425.37,242.54,266.79,2934.7,1232.57,4167.27
PAY-2026-3557,CAND-1021,MISS-12391,2025-03-24,35.0,1104.28,110.43,121.47,1336.18,561.2,1897.37
PAY-2026-3558,CAND-1090,MISS-12060,2024-08-17,210.0,11791.46,1179.15,1297.06,14267.66,5992.42,20260.08
PAY-2026-3559,CAND-1117,MISS-10765,2026-04-14,70.0,2218.78,221.88,244.07,2684.73,1127.59,3812.32
PAY-2026-3560,CAND-1429,MISS-12366,2025-01-16,70.0,2774.38,277.44,305.18,3357.01,1409.94,4766.95
PAY-2026-3561,CAND-1490,MISS-11009,2024-11-19,315.0,17619.42,1761.94,1938.14,21319.5,8954.19,30273.7
PAY-2026-3562,CAND-1158,MISS-10705,2025-12-08,35.0,1193.82,119.38,131.32,1444.52,606.7,2051.21
PAY-2026-3563,CAND-1226,MISS-13013,2024-02-28,630.0,32191.88,3219.19,3541.11,38952.17,16359.91,55312.09
PAY-2026-3564,CAND-1064,MISS-13465,2026-06-20,17.5,933.08,93.31,102.64,1129.03,474.19,1603.22
PAY-2026-3565,CAND-1432,MISS-13182,2026-06-20,210.0,15135.74,1513.57,1664.93,18314.25,7691.98,26006.23
PAY-2026-3566,CAND-1050,MISS-10568,2024-11-09,70.0,2662.58,266.26,292.88,3221.73,1353.13,4574.85
PAY-2026-3567,CAND-1099,MISS-10086,2026-07-23,35.0,1960.14,196.01,215.61,2371.76,996.14,3367.9
PAY-2026-3568,CAND-1084,MISS-10889,2024-03-18,315.0,23485.66,2348.57,2583.42,28417.64,11935.41,40353.05
PAY-2026-3569,CAND-1097,MISS-11702,2024-09-19,70.0,2847.02,284.7,313.17,3444.9,1446.86,4891.76
PAY-2026-3570,CAND-1359,MISS-11163,2025-10-28,210.0,9018.92,901.89,992.08,10912.9,4583.42,15496.32
PAY-2026-3571,CAND-1023,MISS-12092,2025-04-12,630.0,43097.02,4309.7,4740.67,52147.4,21901.91,74049.31
PAY-2026-3572,CAND-1403,MISS-11733,2026-02-08,210.0,6552.6,655.26,720.79,7928.65,3330.03,11258.68
PAY-2026-3573,CAND-1004,MISS-10164,2025-10-16,210.0,11189.96,1119.0,1230.9,13539.85,5686.74,19226.59
PAY-2026-3574,CAND-1221,MISS-12069,2024-12-04,70.0,2168.57,216.86,238.54,2623.97,1102.07,3726.04
PAY-2026-3575,CAND-1067,MISS-10341,2024-08-04,630.0,21508.06,2150.81,2365.89,26024.75,10930.4,36955.15
PAY-2026-3576,CAND-1336,MISS-12708,2025-02-09,35.0,2461.77,246.18,270.79,2978.74,1251.07,4229.81
PAY-2026-3577,CAND-1062,MISS-12255,2026-06-23,35.0,2159.62,215.96,237.56,2613.15,1097.52,3710.67
PAY-2026-3578,CAND-1424,MISS-12538,2024-04-13,210.0,14249.54,1424.95,1567.45,17241.95,7241.62,24483.57
PAY-2026-3579,CAND-1361,MISS-10053,2026-07-04,210.0,10761.74,1076.17,1183.79,13021.71,5469.12,18490.83
PAY-2026-3580,CAND-1310,MISS-11213,2024-03-09,630.0,26612.64,2661.26,2927.39,32201.29,13524.54,45725.84
PAY-2026-3581,CAND-1270,MISS-11616,2025-10-04,315.0,19889.84,1988.98,2187.88,24066.71,10108.02,34174.72
PAY-2026-3582,CAND-1453,MISS-10897,2025-02-07,17.5,1171.42,117.14,128.86,1417.42,595.32,2012.74
PAY-2026-3583,CAND-1112,MISS-10764,2026-07-09,17.5,565.01,56.5,62.15,683.66,287.14,970.8
PAY-2026-3584,CAND-1180,MISS-12182,2025-09-28,35.0,1212.02,121.2,133.32,1466.54,615.95,2082.49
PAY-2026-3585,CAND-1145,MISS-10798,2025-12-15,70.0,2208.3,220.83,242.91,2672.04,1122.26,3794.3
PAY-2026-3586,CAND-1038,MISS-11649,2025-04-05,315.0,21671.33,2167.13,2383.85,26222.31,11013.37,37235.68
PAY-2026-3587,CAND-1218,MISS-10553,2025-08-01,630.0,41513.58,4151.36,4566.49,50231.44,21097.2,71328.64
PAY-2026-3588,CAND-1295,MISS-13351,2025-07-14,70.0,2254.4,225.44,247.98,2727.82,1145.69,3873.51
PAY-2026-3589,CAND-1178,MISS-13085,2025-04-11,210.0,15020.34,1502.03,1652.24,18174.61,7633.34,25807.95
PAY-2026-3590,CAND-1416,MISS-12355,2026-07-25,70.0,4365.22,436.52,480.17,5281.92,2218.4,7500.32
PAY-2026-3591,CAND-1268,MISS-11240,2025-07-14,17.5,611.9,61.19,67.31,740.39,310.97,1051.36
PAY-2026-3592,CAND-1218,MISS-10793,2026-07-23,210.0,10274.98,1027.5,1130.25,12432.73,5221.75,17654.48
PAY-2026-3593,CAND-1415,MISS-11151,2026-05-26,210.0,15343.95,1534.4,1687.83,18566.18,7797.8,26363.97
PAY-2026-3594,CAND-1061,MISS-10486,2025-04-19,35.0,1653.58,165.36,181.89,2000.83,840.35,2841.17
PAY-2026-3595,CAND-1204,MISS-13489,2024-02-07,70.0,2424.29,242.43,266.67,2933.39,1232.02,4165.42
PAY-2026-3596,CAND-1125,MISS-10974,2025-04-17,17.5,1119.72,111.97,123.17,1354.87,569.04,1923.91
PAY-2026-3597,CAND-1047,MISS-11315,2024-03-10,35.0,2148.18,214.82,236.3,2599.3,1091.71,3691.01
PAY-2026-3598,CAND-1027,MISS-11825,2024-10-08,70.0,3676.04,367.6,404.36,4448.01,1868.17,6316.18
PAY-2026-3599,CAND-1189,MISS-10054,2024-03-18,630.0,43595.16,4359.52,4795.47,52750.14,22155.06,74905.2
PAY-2026-3600,CAND-1284,MISS-12270,2024-12-10,315.0,18694.98,1869.5,2056.45,22620.93,9500.79,32121.72
PAY-2026-3601,CAND-1284,MISS-12270,2024-12-10,315.0,18694.98,1869.5,2056.45,22620.93,9500.79,32121.72
PAY-2026-3602,CAND-1107,MISS-13407,2024-05-10,17.5,800.47,80.05,88.05,968.57,406.8,1375.37
PAY-2026-3603,CAND-1299,MISS-11867,2025-10-23,210.0,13687.4,1368.74,1505.61,16561.75,6955.94,23517.69
PAY-2026-3604,CAND-1235,MISS-12776,2024-02-04,70.0,4712.72,471.27,518.4,5702.39,2395.0,8097.39
PAY-2026-3605,CAND-1106,MISS-11441,2026-08-02,315.0,11189.24,1118.92,1230.82,13538.97,5686.37,19225.34
PAY-2026-3606,CAND-1333,MISS-12112,2026-01-01,70.0,3827.46,382.75,421.02,4631.23,1945.12,6576.35
PAY-2026-3607,CAND-1014,MISS-12141,2024-08-01,210.0,10972.6,1097.26,1206.99,13276.84,5576.27,18853.11
PAY-2026-3608,CAND-1110,MISS-10247,2025-06-08,210.0,12165.99,1216.6,1338.26,14720.85,6182.76,20903.6
PAY-2026-3609,CAND-1106,MISS-11441,2026-08-02,315.0,11189.24,1118.92,1230.82,13538.97,5686.37,19225.34
PAY-2026-3610,CAND-1137,MISS-11545,2025-10-03,70.0,5002.88,500.29,550.32,6053.48,2542.46,8595.94
PAY-2026-3611,CAND-1136,MISS-11806,2026-07-07,70.0,4889.68,488.97,537.86,5916.51,2484.93,8401.44
PAY-2026-3612,CAND-1280,MISS-10207,2026-04-20,315.0,17863.3,1786.33,1964.96,21614.59,9078.13,30692.72
PAY-2026-3613,CAND-1088,MISS-12729,2026-03-28,70.0,4195.18,419.52,461.47,5076.16,2131.99,7208.15
PAY-2026-3614,CAND-1102,MISS-11194,2025-04-03,35.0,1623.56,162.36,178.59,1964.5,825.09,2789.59
PAY-2026-3615,CAND-1438,MISS-11500,2026-06-17,315.0,16530.44,1653.04,1818.35,20001.83,8400.77,28402.6
PAY-2026-3616,CAND-1227,MISS-11522,2026-07-10,315.0,14017.05,1401.7,1541.88,16960.63,7123.46,24084.1
PAY-2026-3617,CAND-1135,MISS-11583,2026-06-11,17.5,1187.53,118.75,130.63,1436.91,603.5,2040.41
PAY-2026-3618,CAND-1408,MISS-11399,2025-01-22,70.0,4212.77,421.28,463.41,5097.46,2140.93,7238.39
PAY-2026-3619,CAND-1018,MISS-13066,2025-02-09,35.0,1556.72,155.67,171.24,1883.63,791.13,2674.76
PAY-2026-3620,CAND-1214,MISS-11130,2024-12-08,35.0,1823.47,182.35,200.58,2206.4,926.69,3133.09
PAY-2026-3621,CAND-1296,MISS-10269,2026-05-11,630.0,31070.1,3107.01,3417.71,37594.81,15789.82,53384.64
PAY-2026-3622,CAND-1154,MISS-12644,2025-09-20,315.0,15995.61,1599.56,1759.52,19354.69,8128.97,27483.66
PAY-2026-3623,CAND-1213,MISS-11323,2026-08-13,210.0,15426.6,1542.66,1696.93,18666.19,7839.8,26505.99
PAY-2026-3624,CAND-1102,MISS-10703,2024-09-21,210.0,7950.71,795.07,874.58,9620.36,4040.55,13660.91
PAY-2026-3625,CAND-1327,MISS-11079,2024-03-09,315.0,22317.44,2231.74,2454.92,27004.1,11341.72,38345.82
PAY-2026-3626,CAND-1088,MISS-11045,2026-08-14,35.0,2622.84,262.28,288.51,3173.64,1332.93,4506.56
PAY-2026-3627,CAND-1343,MISS-10704,2024-10-30,35.0,1722.56,172.26,189.48,2084.3,875.4,2959.7
PAY-2026-3628,CAND-1159,MISS-12956,2024-11-30,315.0,14986.28,1498.63,1648.49,18133.4,7616.03,25749.43
PAY-2026-3629,CAND-1351,MISS-12944,2024-12-17,630.0,25873.92,2587.39,2846.13,31307.44,13149.13,44456.57
PAY-2026-3630,CAND-1308,MISS-10221,2025-05-07,210.0,13827.93,1382.79,1521.07,16731.8,7027.35,23759.15
PAY-2026-3631,CAND-1430,MISS-11343,2026-06-08,70.0,2791.18,279.12,307.03,3377.32,1418.48,4795.8
PAY-2026-3632,CAND-1027,MISS-10390,2024-02-28,70.0,4958.42,495.84,545.43,5999.69,2519.87,8519.57
PAY-2026-3633,CAND-1265,MISS-10309,2024-09-25,630.0,45561.72,4556.17,5011.79,55129.68,23154.46,78284.14
PAY-2026-3634,CAND-1265,MISS-11083,2025-08-26,210.0,11793.25,1179.32,1297.26,14269.83,5993.33,20263.16
PAY-2026-3635,CAND-1163,MISS-11682,2026-08-18,210.0,7873.96,787.4,866.14,9527.49,4001.55,13529.04
PAY-2026-3636,CAND-1397,MISS-12616,2025-07-22,630.0,21024.91,2102.49,2312.74,25440.14,10684.86,36125.0
PAY-2026-3637,CAND-1148,MISS-11096,2025-01-25,35.0,1899.54,189.95,208.95,2298.44,965.35,3263.79
PAY-2026-3638,CAND-1273,MISS-11219,2026-02-17,210.0,14989.36,1498.94,1648.83,18137.13,7617.59,25754.72
PAY-2026-3639,CAND-1062,MISS-13488,2026-01-24,630.0,20433.36,2043.34,2247.67,24724.37,10384.23,35108.6
PAY-2026-3640,CAND-1044,MISS-13104,2025-02-02,70.0,4103.35,410.34,451.37,4965.05,2085.32,7050.38
PAY-2026-3641,CAND-1380,MISS-13075,2024-09-05,630.0,30593.26,3059.33,3365.26,37017.85,15547.5,52565.35
PAY-2026-3642,CAND-1361,MISS-12933,2026-02-14,70.0,3303.88,330.39,363.43,3997.69,1679.03,5676.73
PAY-2026-3643,CAND-1148,MISS-10993,2025-11-20,210.0,14280.6,1428.06,1570.87,17279.53,7257.4,24536.94
PAY-2026-3644,CAND-1199,MISS-12145,2024-09-17,630.0,35474.23,3547.42,3902.17,42923.82,18028.0,60951.82
PAY-2026-3645,CAND-1188,MISS-12642,2024-03-27,210.0,14930.76,1493.08,1642.38,18066.23,7587.81,25654.04
PAY-2026-3646,CAND-1037,MISS-13365,2025-04-22,70.0,3955.24,395.52,435.08,4785.85,2010.06,6795.9
PAY-2026-3647,CAND-1396,MISS-11912,2024-04-10,17.5,1245.12,124.51,136.96,1506.6,632.77,2139.37
PAY-2026-3648,CAND-1029,MISS-10202,2024-04-02,35.0,1623.74,162.37,178.61,1964.72,825.18,2789.9
PAY-2026-3649,CAND-1334,MISS-10297,2026-08-27,315.0,18666.17,1866.62,2053.28,22586.07,9486.15,32072.21
PAY-2026-3650,CAND-1454,MISS-11038,2025-01-12,35.0,1604.3,160.43,176.47,1941.2,815.3,2756.5
PAY-2026-3651,CAND-1366,MISS-13168,2025-07-22,210.0,14597.97,1459.8,1605.78,17663.54,7418.69,25082.23
PAY-2026-3652,CAND-1069,MISS-11476,2026-08-26,210.0,11545.7,1154.57,1270.03,13970.29,5867.52,19837.81
PAY-2026-3653,CAND-1077,MISS-13158,2025-08-16,35.0,2506.12,250.61,275.67,3032.41,1273.61,4306.02
PAY-2026-3654,CAND-1392,MISS-10562,2024-07-27,70.0,4122.56,412.26,453.48,4988.3,2095.09,7083.39
PAY-2026-3655,CAND-1245,MISS-10249,2024-03-01,35.0,1940.83,194.08,213.49,2348.4,986.33,3334.73
PAY-2026-3656,CAND-1049,MISS-13005,2025-08-17,17.5,954.08,95.41,104.95,1154.44,484.87,1639.31
PAY-2026-3657,CAND-1268,MISS-11093,2025-06-18,315.0,22213.56,2221.36,2443.49,26878.41,11288.93,38167.35
PAY-2026-3658,CAND-1133,MISS-12875,2024-08-06,210.0,14333.86,1433.39,1576.72,17343.96,7284.47,24628.43
PAY-2026-3659,CAND-1213,MISS-12716,2026-06-18,70.0,2553.74,255.37,280.91,3090.02,1297.81,4387.83
PAY-2026-3660,CAND-1192,MISS-12113,2024-05-30,17.5,628.88,62.89,69.18,760.95,319.6,1080.55
PAY-2026-3661,CAND-1443,MISS-10845,2026-04-19,17.5,836.32,83.63,91.99,1011.94,425.02,1436.96
PAY-2026-3662,CAND-1452,MISS-10643,2025-09-03,70.0,2273.74,227.37,250.11,2751.22,1155.51,3906.73
PAY-2026-3663,CAND-1424,MISS-11740,2026-08-28,315.0,18304.04,1830.4,2013.44,22147.89,9302.11,31450.0
PAY-2026-3664,CAND-1395,MISS-13234,2026-03-21,70.0,3450.51,345.05,379.56,4175.12,1753.55,5928.67
PAY-2026-3665,CAND-1044,MISS-11322,2024-12-20,35.0,2103.12,210.31,231.34,2544.78,1068.81,3613.59
PAY-2026-3666,CAND-1036,MISS-12585,2026-05-09,210.0,14163.64,1416.36,1558.0,17138.0,7197.96,24335.96
PAY-2026-3667,CAND-1152,MISS-10921,2025-06-05,35.0,2577.4,257.74,283.51,3118.65,1309.83,4428.49
PAY-2026-3668,CAND-1039,MISS-12285,2026-01-15,210.0,11645.56,1164.56,1281.01,14091.13,5918.28,20009.41
PAY-2026-3669,CAND-1466,MISS-12133,2026-01-23,17.5,881.5,88.15,96.96,1066.61,447.98,1514.58
PAY-2026-3670,CAND-1372,MISS-11575,2025-01-31,210.0,14789.6,1478.96,1626.86,17895.42,7516.07,25411.49
PAY-2026-3671,CAND-1319,MISS-10977,2024-05-08,210.0,13025.74,1302.57,1432.83,15761.14,6619.68,22380.82
PAY-2026-3672,CAND-1356,MISS-13186,2024-08-04,35.0,1759.44,175.94,193.54,2128.92,894.14,3023.06
PAY-2026-3673,CAND-1130,MISS-10982,2024-12-31,315.0,15771.8,1577.18,1734.9,19083.88,8015.23,27099.12
PAY-2026-3674,CAND-1106,MISS-12517,2025-12-11,17.5,1289.96,129.0,141.9,1560.86,655.56,2216.42
PAY-2026-3675,CAND-1249,MISS-11328,2024-09-10,315.0,13477.51,1347.75,1482.53,16307.79,6849.27,23157.06
PAY-2026-3676,CAND-1371,MISS-10904,2025-04-23,210.0,15314.91,1531.49,1684.64,18531.04,7783.04,26314.08
PAY-2026-3677,CAND-1204,MISS-13041,2024-11-09,315.0,9933.59,993.36,1092.69,12019.64,5048.25,17067.89
PAY-2026-3678,CAND-1156,MISS-11760,2026-08-10,315.0,11284.28,1128.43,1241.27,13653.98,5734.67,19388.65
PAY-2026-3679,CAND-1112,MISS-10764,2026-07-09,17.5,565.01,56.5,62.15,683.66,287.14,970.8
PAY-2026-3680,CAND-1129,MISS-11245,2025-01-07,630.0,32377.14,3237.71,3561.49,39176.34,16454.06,55630.4
PAY-2026-3681,CAND-1149,MISS-12612,2025-05-09,70.0,2436.54,243.65,268.02,2948.22,1238.25,4186.47
PAY-2026-3682,CAND-1352,MISS-12885,2024-03-07,70.0,3620.89,362.09,398.3,4381.28,1840.14,6221.41
PAY-2026-3683,CAND-1286,MISS-10274,2025-04-05,210.0,13682.58,1368.26,1505.08,16555.93,6953.49,23509.42
PAY-2026-3684,CAND-1409,MISS-12006,2024-08-07,17.5,1072.38,107.24,117.96,1297.59,544.99,1842.57
PAY-2026-3685,CAND-1164,MISS-10727,2026-07-29,70.0,4276.94,427.69,470.46,5175.1,2173.54,7348.65
PAY-2026-3686,CAND-1161,MISS-12359,2024-12-15,35.0,1462.68,146.27,160.89,1769.84,743.33,2513.17
PAY-2026-3687,CAND-1190,MISS-12686,2024-11-21,70.0,4177.05,417.71,459.48,5054.23,2122.78,7177.01
PAY-2026-3688,CAND-1117,MISS-11034,2024-04-06,35.0,2292.8,229.28,252.21,2774.28,1165.2,3939.48
PAY-2026-3689,CAND-1080,MISS-10601,2025-11-12,70.0,4429.74,442.97,487.27,5359.99,2251.2,7611.19
PAY-2026-3690,CAND-1343,MISS-11431,2025-04-28,35.0,1401.22,140.12,154.13,1695.48,712.1,2407.58
PAY-2026-3691,CAND-1255,MISS-11865,2025-04-08,70.0,5107.8,510.78,561.86,6180.44,2595.78,8776.22
PAY-2026-3692,CAND-1364,MISS-11470,2024-05-23,70.0,3426.78,342.68,376.95,4146.4,1741.49,5887.88
PAY-2026-3693,CAND-1228,MISS-13020,2025-07-04,17.5,755.16,75.52,83.07,913.74,383.77,1297.51
PAY-2026-3694,CAND-1039,MISS-13356,2024-11-24,315.0,14364.06,1436.41,1580.05,17380.52,7299.82,24680.34
PAY-2026-3695,CAND-1313,MISS-13213,2025-11-20,35.0,1790.94,179.09,197.0,2167.03,910.15,3077.18
