mission_id,agence_id,client_id,candidat_id,type_contrat,statut_mission,date_debut,date_fin,heures_travaillees,taux_horaire_paye,taux_horaire_facture,coeff_facturation,chiffre_affaires,cout_salarial,marge_brute
MISS-13056,AG-13,CLI-176,CAND-1341,Intérim IA/Data,En cours,2025-09-09,2025-09-29,140,32.43,59.64,1.839,8349.69,4539.98,3809.71
MISS-13057,AG-16,CLI-163,CAND-1259,Management Transition,Terminée,2026-07-04,2026-10-02,630,44.68,78.9,1.766,49704.28,28151.36,21552.91
MISS-13058,AG-06,CLI-165,CAND-1072,Intérim IA/Data,Terminée,2026-07-17,2026-07-27,70,53.57,96.77,1.806,6774.12,3750.23,3023.89
MISS-13059,AG-04,CLI-139,CAND-1213,Intérim IA/Data,Terminée,2025-11-06,2026-01-05,420,54.84,110.3,2.011,46326.92,23034.74,23292.19
MISS-13060,AG-01,CLI-153,CAND-1132,Intérim IA/Data,Terminée,2024-09-01,2024-09-21,140,37.63,78.46,2.085,10984.89,5268.16,5716.73
MISS-13061,AG-06,CLI-145,CAND-1035,Recrutement CDI,Terminée,2024-01-23,2024-02-02,70,61.49,123.82,2.014,8667.65,4303.97,4363.69
MISS-13062,AG-03,CLI-134,CAND-1405,Intérim IA/Data,Terminée,2024-12-18,2025-01-07,140,31.41,60.21,1.917,8429.48,4397.19,4032.28
MISS-13063,AG-09,CLI-114,CAND-1126,Intérim IA/Data,Terminée,2026-06-05,2026-06-10,35,39.09,71.42,1.827,2499.75,1368.12,1131.63
MISS-13064,AG-17,CLI-109,CAND-1445,Intérim IA/Data,Terminée,2026-03-31,2026-04-10,70,53.02,107.82,2.034,7547.26,3711.28,3835.98
MISS-13065,AG-08,CLI-133,CAND-1289,Recrutement CDI,En cours,2025-05-14,2025-08-12,630,35.18,67.15,1.909,42303.86,22164.48,20139.38
MISS-13066,AG-19,CLI-178,CAND-1018,Intérim IA/Data,Terminée,2025-01-10,2025-01-20,70,44.48,83.07,1.868,5814.95,3113.44,2701.51
MISS-13067,AG-07,CLI-154,CAND-1289,Intérim IA/Data,Terminée,2025-04-10,2025-06-09,420,34.48,69.0,2.001,28982.08,14480.32,14501.75
MISS-13068,AG-14,CLI-138,CAND-1181,Intérim IA/Data,Terminée,2024-03-31,2024-04-10,70,59.16,111.75,1.889,7822.7,4141.35,3681.35
MISS-13069,AG-03,CLI-154,CAND-1444,Intérim IA/Data,Terminée,2025-10-29,2025-11-18,140,61.38,115.63,1.884,16188.39,8593.68,7594.7
MISS-13070,AG-05,CLI-104,CAND-1295,Intérim IA/Data,Terminée,2026-05-22,2026-06-11,140,40.8,80.38,1.97,11253.49,5712.2,5541.29
MISS-13071,AG-07,CLI-158,CAND-1326,Intérim IA/Data,Annulée,2024-07-29,2024-08-18,140,70.74,147.62,2.087,20667.02,9903.31,10763.71
MISS-13072,AG-07,CLI-110,CAND-1373,Recrutement CDI,En cours,2024-07-31,2024-08-20,140,67.35,136.32,2.024,19084.97,9429.1,9655.87
MISS-13073,AG-05,CLI-162,CAND-1137,Intérim IA/Data,Terminée,2025-03-31,2025-04-20,140,33.45,59.57,1.781,8339.14,4682.78,3656.36
MISS-13074,AG-01,CLI-148,CAND-1012,Intérim IA/Data,Terminée,2025-03-03,2025-03-08,35,60.84,110.51,1.816,3867.69,2129.49,1738.2
MISS-13075,AG-17,CLI-149,CAND-1380,Recrutement CDI,Terminée,2024-08-06,2025-02-02,1260,48.56,96.28,1.983,121313.23,61186.53,60126.7
MISS-13076,AG-17,CLI-171,CAND-1339,Management Transition,En cours,2024-04-25,2024-06-24,420,74.29,135.58,1.825,56943.99,31202.68,25741.31
MISS-13077,AG-19,CLI-104,CAND-1001,Recrutement CDI,Terminée,2024-12-18,2025-01-07,140,69.84,128.07,1.834,17930.09,9778.08,8152.01
MISS-13078,AG-03,CLI-167,CAND-1096,Intérim IA/Data,Terminée,2026-03-24,2026-06-22,630,35.39,72.3,2.043,45551.58,22297.53,23254.06
MISS-13079,AG-19,CLI-116,CAND-1413,Intérim IA/Data,Terminée,2024-03-03,2024-03-23,140,53.57,105.28,1.965,14739.29,7499.72,7239.57
MISS-13080,AG-15,CLI-149,CAND-1486,Recrutement CDI,Terminée,2026-05-23,2026-07-22,420,43.25,81.32,1.88,34152.31,18165.81,15986.51
MISS-13081,AG-10,CLI-139,CAND-1312,Intérim IA/Data,Terminée,2024-05-04,2024-05-24,140,36.15,69.99,1.936,9798.46,5060.41,4738.05
MISS-13082,AG-05,CLI-173,CAND-1301,Intérim IA/Data,En cours,2025-07-27,2025-09-25,420,58.49,106.48,1.82,44720.03,24565.72,20154.31
MISS-13083,AG-20,CLI-166,CAND-1439,Intérim IA/Data,Terminée,2026-07-30,2026-08-19,140,53.46,96.8,1.811,13551.89,7484.04,6067.84
MISS-13084,AG-02,CLI-132,CAND-1498,Intérim IA/Data,Terminée,2025-02-15,2025-02-20,35,49.77,94.93,1.908,3322.7,1741.88,1580.82
MISS-13085,AG-15,CLI-117,CAND-1178,Intérim IA/Data,Terminée,2025-03-12,2025-05-11,420,71.53,130.63,1.826,54862.55,30040.68,24821.87
MISS-13086,AG-14,CLI-101,CAND-1447,Intérim IA/Data,Terminée,2024-10-15,2024-11-04,140,51.26,92.38,1.802,12932.83,7176.16,5756.67
MISS-13087,AG-20,CLI-138,CAND-1082,Recrutement CDI,Terminée,2026-02-18,2026-03-10,140,70.39,144.04,2.046,20165.93,9854.23,10311.69
MISS-13088,AG-02,CLI-125,CAND-1243,Intérim IA/Data,En cours,2025-08-31,2025-09-10,70,59.74,120.85,2.023,8459.81,4181.46,4278.35
MISS-13089,AG-11,CLI-168,CAND-1321,Intérim IA/Data,Terminée,2024-06-09,2024-08-08,420,52.72,102.77,1.949,43162.75,22143.55,21019.2
MISS-13090,AG-20,CLI-126,CAND-1489,Intérim IA/Data,Annulée,2025-11-18,2026-05-17,1260,35.61,63.5,1.783,80005.54,44868.36,35137.19
MISS-13091,AG-21,CLI-131,CAND-1144,Intérim IA/Data,Terminée,2024-12-16,2024-12-26,70,40.39,70.86,1.754,4960.08,2827.61,2132.47
MISS-13092,AG-10,CLI-148,CAND-1100,Intérim IA/Data,Terminée,2025-02-13,2025-04-14,420,35.93,72.88,2.029,30609.69,15089.53,15520.16
MISS-13093,AG-16,CLI-122,CAND-1098,Intérim IA/Data,Terminée,2025-01-07,2025-01-17,70,56.38,113.57,2.014,7950.03,3946.43,4003.6
MISS-13094,AG-03,CLI-131,CAND-1382,Intérim IA/Data,Terminée,2025-01-26,2025-02-15,140,58.23,115.12,1.977,16116.55,8152.23,7964.31
MISS-13095,AG-14,CLI-103,CAND-1349,Management Transition,Terminée,2025-10-31,2025-11-10,70,43.15,76.37,1.77,5345.92,3020.54,2325.38
MISS-13096,AG-11,CLI-102,CAND-1376,Intérim IA/Data,Terminée,2026-06-22,2026-07-12,140,64.89,118.98,1.834,16657.13,9083.92,7573.21
MISS-13097,AG-18,CLI-128,CAND-1186,Recrutement CDI,Terminée,2024-07-21,2024-07-26,35,50.12,99.28,1.981,3474.94,1754.26,1720.68
MISS-13098,AG-03,CLI-128,CAND-1145,Intérim IA/Data,Annulée,2024-01-06,2024-04-05,630,37.52,74.1,1.975,46683.7,23640.46,23043.24
MISS-13099,AG-13,CLI-150,CAND-1496,Intérim IA/Data,Terminée,2025-06-03,2025-06-13,70,62.88,112.92,1.796,7904.07,4401.45,3502.62
MISS-13100,AG-16,CLI-104,CAND-1471,Intérim IA/Data,Terminée,2025-01-02,2025-01-07,35,68.94,144.53,2.096,5058.51,2412.86,2645.65
MISS-13101,AG-07,CLI-109,CAND-1222,Recrutement CDI,Terminée,2025-08-09,2025-08-14,35,59.57,124.38,2.088,4353.39,2084.97,2268.42
MISS-13102,AG-03,CLI-160,CAND-1121,Management Transition,Terminée,2026-05-04,2026-05-24,140,32.56,59.23,1.819,8291.79,4558.39,3733.4
MISS-13103,AG-10,CLI-161,CAND-1030,Intérim IA/Data,Terminée,2025-11-20,2025-11-30,70,43.4,82.5,1.901,5774.92,3038.01,2736.91
MISS-13104,AG-14,CLI-138,CAND-1044,Recrutement CDI,Terminée,2025-01-03,2025-01-23,140,58.62,107.38,1.832,15033.7,8206.7,6826.99
MISS-13105,AG-13,CLI-120,CAND-1349,Intérim IA/Data,Terminée,2024-04-27,2024-05-17,140,64.48,114.94,1.783,16092.22,9027.07,7065.15
MISS-13106,AG-14,CLI-105,CAND-1487,Intérim IA/Data,Terminée,2024-07-10,2024-07-30,140,61.83,121.11,1.959,16955.96,8656.03,8299.93
MISS-13107,AG-09,CLI-146,CAND-1226,Intérim IA/Data,Terminée,2025-09-23,2026-03-22,1260,52.61,103.23,1.962,130063.92,66289.05,63774.86
MISS-13108,AG-19,CLI-161,CAND-1434,Management Transition,Terminée,2026-01-06,2026-01-16,70,44.39,79.39,1.789,5557.62,3107.28,2450.34
MISS-13109,AG-18,CLI-105,CAND-1377,Management Transition,Terminée,2024-03-01,2024-03-11,70,65.56,124.82,1.904,8737.13,4588.98,4148.16
MISS-13110,AG-19,CLI-130,CAND-1215,Intérim IA/Data,En cours,2026-05-16,2026-05-26,70,60.38,124.49,2.062,8714.1,4226.67,4487.43
MISS-13111,AG-09,CLI-154,CAND-1381,Intérim IA/Data,Terminée,2024-01-31,2024-04-30,630,51.39,100.63,1.958,63396.99,32373.78,31023.21
MISS-13112,AG-19,CLI-176,CAND-1312,Recrutement CDI,En cours,2024-06-30,2024-07-20,140,72.8,144.49,1.985,20228.2,10192.34,10035.86
MISS-13113,AG-22,CLI-178,CAND-1220,Intérim IA/Data,Terminée,2026-03-16,2026-05-15,420,62.44,130.86,2.096,54960.63,26224.79,28735.84
MISS-13114,AG-04,CLI-179,CAND-1460,Intérim IA/Data,Terminée,2025-08-27,2025-09-16,140,42.76,78.05,1.825,10926.97,5985.96,4941.01
MISS-13115,AG-11,CLI-161,CAND-1317,Intérim IA/Data,Terminée,2025-04-13,2025-05-03,140,60.25,118.9,1.973,16646.37,8435.45,8210.92
MISS-13116,AG-08,CLI-112,CAND-1209,Intérim IA/Data,Terminée,2025-02-22,2025-03-04,70,50.87,96.78,1.903,6774.7,3560.59,3214.1
MISS-13117,AG-21,CLI-138,CAND-1407,Intérim IA/Data,Terminée,2024-05-10,2024-05-30,140,52.79,110.85,2.1,15519.15,7390.39,8128.76
MISS-13118,AG-22,CLI-166,CAND-1303,Intérim IA/Data,Terminée,2025-02-19,2025-04-20,420,32.87,60.03,1.826,25210.72,13804.87,11405.85
MISS-13119,AG-12,CLI-133,CAND-1304,Intérim IA/Data,Terminée,2024-12-29,2025-02-27,420,68.01,124.91,1.837,52462.6,28562.75,23899.86
MISS-13120,AG-11,CLI-132,CAND-1346,Intérim IA/Data,En cours,2024-04-29,2024-05-19,140,33.49,69.54,2.076,9735.5,4688.7,5046.8
MISS-13121,AG-09,CLI-152,CAND-1174,Intérim IA/Data,Terminée,2025-01-22,2025-03-23,420,43.96,91.87,2.09,38584.55,18463.66,20120.89
MISS-13122,AG-21,CLI-169,CAND-1401,Intérim IA/Data,En cours,2024-01-18,2024-02-07,140,70.44,126.41,1.795,17697.28,9861.73,7835.55
MISS-13123,AG-19,CLI-106,CAND-1302,Recrutement CDI,Terminée,2025-04-09,2025-06-08,420,35.72,69.51,1.946,29192.23,15001.5,14190.73
MISS-13124,AG-07,CLI-117,CAND-1366,Intérim IA/Data,Terminée,2024-09-13,2024-09-23,70,38.2,72.53,1.899,5077.36,2673.99,2403.37
MISS-13125,AG-01,CLI-142,CAND-1005,Intérim IA/Data,En cours,2024-08-31,2024-09-20,140,65.34,125.06,1.914,17507.84,9146.91,8360.93
MISS-13126,AG-13,CLI-175,CAND-1159,Intérim IA/Data,Terminée,2026-05-14,2026-05-19,35,51.03,101.83,1.995,3564.01,1786.09,1777.91
MISS-13127,AG-18,CLI-121,CAND-1018,Intérim IA/Data,Terminée,2024-03-19,2024-04-08,140,46.71,88.0,1.884,12320.01,6539.85,5780.16
MISS-13128,AG-04,CLI-128,CAND-1283,Management Transition,Terminée,2025-02-06,2025-02-16,70,41.74,74.93,1.795,5245.26,2921.75,2323.51
MISS-13129,AG-15,CLI-174,CAND-1064,Management Transition,Annulée,2025-12-18,2025-12-28,70,37.25,68.13,1.829,4768.89,2607.19,2161.71
MISS-13130,AG-05,CLI-148,CAND-1189,Intérim IA/Data,Terminée,2024-05-18,2024-06-07,140,65.23,131.5,2.016,18410.14,9132.19,9277.95
MISS-13131,AG-03,CLI-144,CAND-1041,Intérim IA/Data,En cours,2025-04-09,2025-06-08,420,40.11,78.23,1.95,32855.61,16847.82,16007.79
MISS-13132,AG-05,CLI-153,CAND-1084,Intérim IA/Data,Terminée,2024-10-31,2024-11-20,140,45.94,86.53,1.884,12114.8,6432.05,5682.75
MISS-13133,AG-12,CLI-152,CAND-1480,Intérim IA/Data,Terminée,2024-08-12,2024-08-17,35,60.13,122.27,2.033,4279.4,2104.66,2174.73
MISS-13134,AG-18,CLI-114,CAND-1090,Intérim IA/Data,Terminée,2025-08-03,2025-08-23,140,60.93,112.86,1.852,15800.71,8529.58,7271.14
MISS-13135,AG-03,CLI-107,CAND-1266,Intérim IA/Data,Terminée,2025-12-28,2026-01-02,35,37.52,70.44,1.877,2465.23,1313.2,1152.03
MISS-13136,AG-05,CLI-128,CAND-1092,Intérim IA/Data,En cours,2024-01-28,2024-02-07,70,67.98,131.15,1.929,9180.78,4758.59,4422.19
MISS-13137,AG-13,CLI-104,CAND-1270,Recrutement CDI,Terminée,2025-09-24,2025-10-04,70,39.29,77.88,1.982,5451.35,2750.41,2700.93
MISS-13138,AG-17,CLI-135,CAND-1087,Intérim IA/Data,En cours,2025-08-25,2025-09-14,140,38.94,70.98,1.823,9937.04,5451.99,4485.05
MISS-13139,AG-16,CLI-114,CAND-1180,Recrutement CDI,Terminée,2025-02-12,2025-02-22,70,35.88,69.04,1.924,4832.86,2511.7,2321.16
MISS-13140,AG-04,CLI-105,CAND-1098,Recrutement CDI,Terminée,2026-04-13,2026-06-12,420,38.89,76.52,1.968,32138.56,16332.79,15805.77
MISS-13141,AG-18,CLI-179,CAND-1430,Intérim IA/Data,En cours,2025-02-04,2025-08-03,1260,58.54,112.78,1.927,142103.22,73755.29,68347.94
MISS-13142,AG-15,CLI-162,CAND-1267,Intérim IA/Data,Terminée,2024-02-02,2024-02-22,140,40.53,82.44,2.034,11542.11,5673.78,5868.34
MISS-13143,AG-09,CLI-124,CAND-1392,Intérim IA/Data,En cours,2025-09-22,2025-10-12,140,52.71,106.44,2.019,14901.0,7379.8,7521.2
MISS-13144,AG-07,CLI-117,CAND-1302,Intérim IA/Data,Terminée,2024-02-20,2024-05-20,630,71.64,136.46,1.905,85971.14,45132.4,40838.74
MISS-13145,AG-05,CLI-128,CAND-1083,Intérim IA/Data,Terminée,2024-05-01,2024-10-28,1260,55.41,109.68,1.979,138198.03,69820.73,68377.3
MISS-13146,AG-15,CLI-170,CAND-1425,Recrutement CDI,Terminée,2026-03-24,2026-04-13,140,49.87,89.81,1.801,12573.7,6981.16,5592.53
MISS-13147,AG-17,CLI-132,CAND-1314,Management Transition,Terminée,2025-11-02,2026-01-01,420,50.81,103.16,2.03,43328.12,21339.07,21989.05
MISS-13148,AG-03,CLI-117,CAND-1059,Intérim IA/Data,Terminée,2025-08-26,2025-09-15,140,49.88,98.69,1.979,13816.38,6983.2,6833.19
MISS-13149,AG-05,CLI-141,CAND-1094,Intérim IA/Data,Terminée,2026-02-10,2026-04-11,420,30.22,60.03,1.987,25214.67,12692.26,12522.41
MISS-13150,AG-19,CLI-111,CAND-1232,Management Transition,Terminée,2025-02-14,2025-05-15,630,44.98,80.52,1.79,50725.74,28334.71,22391.03
MISS-13151,AG-18,CLI-135,CAND-1312,Recrutement CDI,Terminée,2026-06-02,2026-06-12,70,34.56,65.39,1.892,4577.22,2418.88,2158.34
MISS-13152,AG-13,CLI-173,CAND-1342,Intérim IA/Data,Annulée,2024-03-24,2024-04-13,140,46.23,91.69,1.983,12836.7,6472.72,6363.97
MISS-13153,AG-08,CLI-143,CAND-1125,Intérim IA/Data,En cours,2024-10-25,2024-11-04,70,44.21,85.87,1.942,6010.93,3094.79,2916.14
MISS-13154,AG-21,CLI-176,CAND-1304,Intérim IA/Data,Terminée,2024-06-28,2024-07-08,70,37.28,71.23,1.911,4985.81,2609.26,2376.55
MISS-13155,AG-22,CLI-103,CAND-1096,Management Transition,Terminée,2025-12-07,2025-12-27,140,42.97,88.42,2.058,12378.59,6015.46,6363.13
MISS-13156,AG-16,CLI-140,CAND-1122,Intérim IA/Data,En cours,2024-06-09,2024-09-07,630,41.79,84.93,2.032,53508.66,26327.23,27181.43
MISS-13157,AG-19,CLI-101,CAND-1079,Intérim IA/Data,Terminée,2026-02-26,2026-03-03,35,46.62,87.69,1.881,3069.1,1631.63,1437.48
MISS-13158,AG-01,CLI-135,CAND-1077,Intérim IA/Data,En cours,2025-07-17,2025-07-27,70,71.6,145.57,2.033,10189.73,5012.24,5177.49
MISS-13159,AG-14,CLI-162,CAND-1344,Intérim IA/Data,Terminée,2025-03-26,2025-09-22,1260,59.46,117.73,1.98,148339.03,74915.21,73423.82
MISS-13160,AG-01,CLI-118,CAND-1119,Intérim IA/Data,Terminée,2025-05-07,2025-07-06,420,31.14,61.69,1.981,25910.68,13078.33,12832.35
MISS-13161,AG-10,CLI-177,CAND-1330,Recrutement CDI,Terminée,2025-10-01,2025-10-11,70,61.56,115.02,1.869,8051.73,4309.11,3742.62
MISS-13162,AG-16,CLI-100,CAND-1444,Intérim IA/Data,Terminée,2024-07-12,2024-07-22,70,63.05,123.97,1.966,8678.12,4413.62,4264.5
MISS-13163,AG-20,CLI-134,CAND-1243,Intérim IA/Data,En cours,2025-10-13,2025-10-18,35,39.88,77.39,1.94,2708.51,1395.89,1312.62
MISS-13164,AG-22,CLI-171,CAND-1180,Recrutement CDI,En cours,2025-12-08,2025-12-18,70,72.44,127.38,1.758,8916.47,5070.81,3845.66
MISS-13165,AG-14,CLI-146,CAND-1467,Recrutement CDI,En cours,2026-05-28,2026-06-07,70,68.45,124.25,1.815,8697.83,4791.25,3906.58
MISS-13166,AG-05,CLI-140,CAND-1030,Recrutement CDI,Terminée,2024-03-15,2024-03-25,70,72.62,145.93,2.01,10215.18,5083.37,5131.8
MISS-13167,AG-03,CLI-126,CAND-1131,Intérim IA/Data,En cours,2025-11-26,2025-12-06,70,45.39,94.22,2.076,6595.33,3177.54,3417.79
MISS-13168,AG-21,CLI-164,CAND-1366,Intérim IA/Data,Terminée,2025-06-22,2025-08-21,420,69.51,122.12,1.757,51291.24,29195.94,22095.29
MISS-13169,AG-19,CLI-117,CAND-1072,Management Transition,En cours,2025-03-09,2025-09-05,1260,34.6,66.03,1.908,83196.77,43601.48,39595.3
MISS-13170,AG-10,CLI-131,CAND-1311,Intérim IA/Data,Terminée,2024-11-20,2024-12-10,140,57.06,117.97,2.067,16516.33,7988.56,8527.76
MISS-13171,AG-17,CLI-112,CAND-1321,Intérim IA/Data,Terminée,2024-10-13,2024-10-23,70,40.8,84.88,2.08,5941.74,2856.17,3085.57
MISS-13172,AG-13,CLI-133,CAND-1381,Intérim IA/Data,Terminée,2024-10-13,2024-10-23,70,36.9,74.01,2.006,5180.93,2583.34,2597.59
MISS-13173,AG-20,CLI-159,CAND-1409,Intérim IA/Data,Terminée,2025-02-24,2025-03-01,35,61.93,120.97,1.953,4233.97,2167.4,2066.58
MISS-13174,AG-19,CLI-153,CAND-1311,Intérim IA/Data,En cours,2026-04-28,2026-07-27,630,48.83,95.47,1.955,60149.17,30765.28,29383.89
MISS-13175,AG-09,CLI-151,CAND-1078,Intérim IA/Data,En cours,2024-04-26,2024-05-01,35,38.83,77.61,1.999,2716.24,1359.0,1357.23
MISS-13176,AG-13,CLI-105,CAND-1216,Intérim IA/Data,Terminée,2025-02-16,2025-02-26,70,74.56,139.49,1.871,9764.23,5219.33,4544.9
MISS-13177,AG-16,CLI-109,CAND-1149,Intérim IA/Data,Terminée,2024-12-07,2025-02-05,420,40.86,79.86,1.954,33540.93,17161.18,16379.75
MISS-13178,AG-03,CLI-133,CAND-1321,Intérim IA/Data,Terminée,2026-07-25,2026-07-30,35,51.27,104.64,2.041,3662.33,1794.62,1867.71
MISS-13179,AG-12,CLI-120,CAND-1413,Intérim IA/Data,En cours,2025-07-20,2025-07-25,35,51.12,104.03,2.035,3641.03,1789.1,1851.94
MISS-13180,AG-19,CLI-106,CAND-1234,Intérim IA/Data,Annulée,2025-07-30,2025-08-09,70,63.93,133.08,2.082,9315.81,4474.94,4840.87
MISS-13181,AG-01,CLI-110,CAND-1386,Recrutement CDI,Terminée,2024-07-29,2025-01-25,1260,35.62,73.36,2.06,92431.0,44878.58,47552.42
MISS-13182,AG-02,CLI-151,CAND-1432,Intérim IA/Data,Annulée,2026-05-21,2026-07-20,420,72.07,132.31,1.836,55569.49,30271.48,25298.02
MISS-13183,AG-03,CLI-135,CAND-1151,Intérim IA/Data,Terminée,2024-06-03,2024-08-02,420,49.04,101.72,2.074,42722.64,20594.75,22127.89
MISS-13184,AG-10,CLI-146,CAND-1095,Intérim IA/Data,En cours,2026-04-24,2026-06-23,420,62.51,119.85,1.917,50336.13,26255.74,24080.39
MISS-13185,AG-16,CLI-174,CAND-1378,Intérim IA/Data,En cours,2024-08-17,2024-09-06,140,41.04,73.44,1.79,10281.54,5745.36,4536.19
MISS-13186,AG-08,CLI-104,CAND-1356,Recrutement CDI,Terminée,2024-07-05,2024-07-15,70,50.27,104.54,2.08,7317.85,3518.87,3798.98
MISS-13187,AG-10,CLI-104,CAND-1390,Intérim IA/Data,Terminée,2024-03-22,2024-04-11,140,42.96,80.78,1.88,11309.71,6014.25,5295.46
MISS-13188,AG-10,CLI-143,CAND-1024,Intérim IA/Data,Terminée,2025-04-27,2025-06-26,420,38.86,74.68,1.922,31366.72,16321.79,15044.94
MISS-13189,AG-21,CLI-123,CAND-1016,Recrutement CDI,Terminée,2025-10-20,2025-10-30,70,49.77,88.73,1.783,6211.1,3484.04,2727.06
MISS-13190,AG-14,CLI-117,CAND-1309,Management Transition,En cours,2025-12-01,2025-12-21,140,59.57,122.61,2.058,17165.6,8340.43,8825.17
MISS-13191,AG-04,CLI-133,CAND-1427,Intérim IA/Data,Terminée,2026-01-26,2026-02-15,140,53.4,108.07,2.024,15129.48,7475.66,7653.82
MISS-13192,AG-22,CLI-176,CAND-1410,Intérim IA/Data,En cours,2024-04-07,2024-04-17,70,58.84,117.41,1.996,8218.9,4118.7,4100.2
MISS-13193,AG-05,CLI-175,CAND-1471,Intérim IA/Data,Terminée,2025-08-26,2025-08-31,35,62.82,126.05,2.007,4411.73,2198.67,2213.06
MISS-13194,AG-02,CLI-109,CAND-1245,Intérim IA/Data,Terminée,2025-10-05,2025-12-04,420,47.05,93.84,1.994,39412.48,19762.8,19649.68
MISS-13195,AG-07,CLI-132,CAND-1114,Intérim IA/Data,Terminée,2025-08-30,2025-10-29,420,38.77,71.92,1.855,30206.33,16284.28,13922.05
MISS-13196,AG-09,CLI-137,CAND-1006,Intérim IA/Data,En cours,2025-12-13,2026-01-02,140,48.87,95.16,1.947,13322.96,6842.24,6480.72
MISS-13197,AG-06,CLI-155,CAND-1000,Intérim IA/Data,Terminée,2024-08-13,2024-08-23,70,42.03,82.72,1.968,5790.17,2942.18,2847.98
MISS-13198,AG-13,CLI-153,CAND-1329,Intérim IA/Data,Terminée,2025-11-26,2025-12-06,70,46.89,83.59,1.783,5851.57,3282.32,2569.24
MISS-13199,AG-01,CLI-142,CAND-1449,Intérim IA/Data,En cours,2026-05-21,2026-07-20,420,32.29,60.04,1.86,25215.11,13559.87,11655.25
MISS-13200,AG-10,CLI-178,CAND-1310,Recrutement CDI,Terminée,2024-05-30,2024-06-19,140,36.53,73.26,2.005,10256.4,5114.28,5142.12
MISS-13201,AG-15,CLI-123,CAND-1354,Recrutement CDI,Terminée,2025-12-25,2025-12-30,35,68.55,128.27,1.871,4489.45,2399.36,2090.1
MISS-13202,AG-06,CLI-136,CAND-1225,Intérim IA/Data,Annulée,2024-12-12,2025-02-10,420,36.84,67.8,1.84,28474.46,15472.91,13001.54
MISS-13203,AG-04,CLI-129,CAND-1208,Intérim IA/Data,En cours,2024-03-26,2024-04-15,140,71.79,128.08,1.784,17931.3,10051.08,7880.22
MISS-13204,AG-03,CLI-117,CAND-1350,Management Transition,Terminée,2026-05-30,2026-07-29,420,58.77,117.7,2.003,49434.05,24683.87,24750.18
MISS-13205,AG-09,CLI-125,CAND-1318,Intérim IA/Data,Terminée,2025-10-25,2025-11-14,140,47.05,84.77,1.802,11867.1,6587.11,5279.99
MISS-13206,AG-07,CLI-111,CAND-1490,Intérim IA/Data,En cours,2026-07-06,2026-07-26,140,45.22,93.35,2.064,13068.68,6331.22,6737.46
MISS-13207,AG-10,CLI-152,CAND-1411,Recrutement CDI,Terminée,2025-11-19,2026-01-18,420,35.0,65.85,1.882,27657.77,14699.03,12958.74
MISS-13208,AG-02,CLI-175,CAND-1444,Management Transition,Terminée,2025-11-26,2025-12-06,70,44.91,90.0,2.004,6299.79,3143.71,3156.08
MISS-13209,AG-20,CLI-138,CAND-1060,Recrutement CDI,En cours,2024-04-11,2024-05-01,140,46.17,88.12,1.908,12337.02,6464.29,5872.73
MISS-13210,AG-22,CLI-174,CAND-1043,Management Transition,En cours,2024-01-06,2024-01-16,70,55.58,100.71,1.812,7049.82,3890.51,3159.31
MISS-13211,AG-22,CLI-155,CAND-1192,Intérim IA/Data,Terminée,2025-09-24,2025-10-04,70,69.27,142.51,2.057,9975.44,4849.08,5126.36
MISS-13212,AG-22,CLI-145,CAND-1068,Intérim IA/Data,Terminée,2024-03-01,2024-08-28,1260,35.14,67.89,1.932,85539.26,44270.98,41268.28
MISS-13213,AG-22,CLI-114,CAND-1313,Intérim IA/Data,Terminée,2025-10-21,2025-10-31,70,51.17,99.16,1.938,6941.03,3581.87,3359.16
MISS-13214,AG-04,CLI-108,CAND-1190,Intérim IA/Data,En cours,2024-03-19,2024-05-18,420,68.6,135.46,1.975,56891.77,28810.16,28081.61
MISS-13215,AG-02,CLI-152,CAND-1480,Management Transition,Terminée,2026-04-07,2026-04-27,140,74.14,140.31,1.892,19642.85,10380.29,9262.57
MISS-13216,AG-20,CLI-171,CAND-1491,Intérim IA/Data,Terminée,2026-02-24,2026-03-06,70,42.93,83.77,1.952,5864.22,3004.84,2859.38
MISS-13217,AG-15,CLI-179,CAND-1270,Management Transition,Terminée,2025-08-15,2026-02-11,1260,49.53,89.51,1.807,112783.98,62409.04,50374.94
MISS-13218,AG-11,CLI-167,CAND-1086,Recrutement CDI,Terminée,2025-11-30,2026-05-29,1260,39.72,71.02,1.788,89491.49,50051.72,39439.77
MISS-13219,AG-19,CLI-126,CAND-1005,Recrutement CDI,Terminée,2025-04-20,2025-05-10,140,66.73,138.49,2.075,19388.05,9342.14,10045.9
MISS-13220,AG-11,CLI-143,CAND-1086,Intérim IA/Data,Terminée,2025-04-28,2025-05-03,35,60.32,120.32,1.995,4211.19,2111.19,2100.0
MISS-13221,AG-16,CLI-113,CAND-1051,Recrutement CDI,Terminée,2024-03-01,2024-03-21,140,68.87,134.05,1.947,18767.6,9641.39,9126.21
MISS-13222,AG-10,CLI-102,CAND-1411,Intérim IA/Data,Terminée,2024-07-01,2024-09-29,630,30.5,60.62,1.988,38190.44,19212.22,18978.23
MISS-13223,AG-22,CLI-105,CAND-1495,Intérim IA/Data,Terminée,2024-04-25,2024-06-24,420,46.48,96.81,2.083,40661.63,19521.12,21140.51
MISS-13224,AG-03,CLI-107,CAND-1061,Intérim IA/Data,Terminée,2024-08-09,2024-11-07,630,46.24,85.38,1.846,53788.01,29129.84,24658.16
