opportunity_id,agence_id,nom_compte_prospect,date_creation,etape_pipeline,valeur_estimee_ca,probabilite_pct
OPP-1943,AG-18,Prospect Industrie-944,2025-11-28,Proposition Envoyée,30000.0,25
OPP-1944,AG-10,Prospect Tech-945,2025-09-12,Proposition Envoyée,30000.0,50
OPP-1945,AG-16,Prospect Industrie-946,2026-02-14,Lead Qualifié,30000.0,75
OPP-1946,AG-01,Prospect Services-947,2025-12-14,Gagnée (Signée),150000.0,100
OPP-1947,AG-18,Prospect Services-948,2024-08-07,Gagnée (Signée),30000.0,100
OPP-1948,AG-22,Prospect Services-949,2024-11-20,Gagnée (Signée),15000.0,100
OPP-1949,AG-03,Prospect Services-950,2026-04-18,Perdue,15000.0,0
OPP-1950,AG-09,Prospect Tech-951,2026-03-04,Gagnée (Signée),15000.0,100
OPP-1951,AG-08,Prospect Industrie-952,2024-06-13,Proposition Envoyée,300000.0,75
OPP-1952,AG-14,Prospect Industrie-953,2026-01-17,Proposition Envoyée,30000.0,50
OPP-1953,AG-10,Prospect Industrie-954,2025-01-16,Proposition Envoyée,30000.0,25
OPP-1954,AG-20,Prospect Industrie-955,2025-03-01,Négociation,150000.0,75
OPP-1955,AG-03,Prospect Services-956,2026-02-13,Lead Qualifié,300000.0,75
OPP-1956,AG-11,Prospect Tech-957,2025-04-05,Gagnée (Signée),75000.0,100
OPP-1957,AG-22,Prospect Tech-958,2024-07-17,Négociation,30000.0,75
OPP-1958,AG-13,Prospect Services-959,2024-03-24,Gagnée (Signée),300000.0,100
OPP-1959,AG-05,Prospect Industrie-960,2025-09-24,Proposition Envoyée,30000.0,75
OPP-1960,AG-01,Prospect Tech-961,2025-10-03,Lead Qualifié,75000.0,50
OPP-1961,AG-04,Prospect Industrie-962,2025-06-30,Proposition Envoyée,15000.0,25
OPP-1962,AG-07,Prospect Tech-963,2024-08-11,Proposition Envoyée,15000.0,75
OPP-1963,AG-05,Prospect Industrie-964,2024-08-06,Négociation,30000.0,50
OPP-1964,AG-19,Prospect Tech-965,2024-07-20,Gagnée (Signée),30000.0,100
OPP-1965,AG-17,Prospect Tech-966,2024-12-31,Négociation,75000.0,75
OPP-1966,AG-14,Prospect Industrie-967,2024-07-09,Proposition Envoyée,75000.0,75
OPP-1967,AG-14,Prospect Industrie-968,2024-02-26,Négociation,15000.0,50
OPP-1968,AG-20,Prospect Industrie-969,2024-12-24,Proposition Envoyée,30000.0,50
OPP-1969,AG-17,Prospect Industrie-970,2026-04-30,Lead Qualifié,300000.0,50
OPP-1970,AG-04,Prospect Industrie-971,2025-08-12,Lead Qualifié,75000.0,25
OPP-1971,AG-12,Prospect Services-972,2026-06-27,Lead Qualifié,15000.0,25
OPP-1972,AG-09,Prospect Tech-973,2026-05-28,Perdue,30000.0,0
OPP-1973,AG-19,Prospect Services-974,2024-10-27,Lead Qualifié,15000.0,25
OPP-1974,AG-11,Prospect Tech-975,2025-05-12,Proposition Envoyée,30000.0,75
OPP-1975,AG-11,Prospect Industrie-976,2026-07-19,Perdue,15000.0,0
OPP-1976,AG-13,Prospect Services-977,2026-07-14,Gagnée (Signée),15000.0,100
OPP-1977,AG-19,Prospect Services-978,2024-07-04,Gagnée (Signée),75000.0,100
OPP-1978,AG-21,Prospect Tech-979,2024-08-13,Perdue,30000.0,0
OPP-1979,AG-05,Prospect Industrie-980,2024-12-10,Négociation,15000.0,50
OPP-1980,AG-11,Prospect Tech-981,2026-06-03,Proposition Envoyée,30000.0,75
OPP-1981,AG-16,Prospect Services-982,2026-01-20,Gagnée (Signée),15000.0,100
OPP-1982,AG-08,Prospect Industrie-983,2024-12-12,Proposition Envoyée,75000.0,25
OPP-1983,AG-04,Prospect Industrie-984,2026-04-27,Proposition Envoyée,150000.0,25
OPP-1984,AG-08,Prospect Industrie-985,2025-04-17,Lead Qualifié,15000.0,50
OPP-1985,AG-13,Prospect Tech-986,2025-08-31,Proposition Envoyée,150000.0,50
OPP-1986,AG-15,Prospect Services-987,2026-04-23,Gagnée (Signée),30000.0,100
OPP-1987,AG-22,Prospect Services-988,2025-11-11,Gagnée (Signée),15000.0,100
OPP-1988,AG-12,Prospect Industrie-989,2025-03-22,Négociation,300000.0,75
OPP-1989,AG-14,Prospect Industrie-990,2025-07-27,Lead Qualifié,30000.0,50
OPP-1990,AG-08,Prospect Tech-991,2025-03-23,Gagnée (Signée),150000.0,100
OPP-1991,AG-18,Prospect Tech-992,2025-05-05,Proposition Envoyée,150000.0,75
OPP-1992,AG-17,Prospect Tech-993,2024-11-15,Gagnée (Signée),150000.0,100
OPP-1993,AG-05,Prospect Services-994,2026-07-01,Gagnée (Signée),15000.0,100
OPP-1994,AG-19,Prospect Services-995,2025-06-16,Gagnée (Signée),15000.0,100
OPP-1995,AG-22,Prospect Tech-996,2025-12-10,Gagnée (Signée),15000.0,100
OPP-1996,AG-06,Prospect Industrie-997,2024-09-30,Proposition Envoyée,30000.0,50
OPP-1997,AG-17,Prospect Industrie-998,2024-10-24,Lead Qualifié,15000.0,25
OPP-1998,AG-04,Prospect Services-999,2025-06-24,Proposition Envoyée,150000.0,50
OPP-1999,AG-22,Prospect Services-1000,2025-09-22,Gagnée (Signée),75000.0,100
OPP-2000,AG-13,Prospect Services-1001,2025-05-23,Gagnée (Signée),15000.0,100
OPP-2001,AG-17,Prospect Tech-1002,2024-05-21,Lead Qualifié,15000.0,50
OPP-2002,AG-07,Prospect Tech-1003,2026-08-05,Gagnée (Signée),300000.0,100
OPP-2003,AG-03,Prospect Services-1004,2025-03-16,Gagnée (Signée),30000.0,100
OPP-2004,AG-19,Prospect Services-1005,2024-04-25,Gagnée (Signée),15000.0,100
OPP-2005,AG-03,Prospect Tech-1006,2026-04-02,Négociation,30000.0,75
OPP-2006,AG-15,Prospect Tech-1007,2024-01-22,Proposition Envoyée,30000.0,50
OPP-2007,AG-19,Prospect Industrie-1008,2024-09-24,Lead Qualifié,30000.0,25
OPP-2008,AG-21,Prospect Industrie-1009,2024-11-22,Gagnée (Signée),30000.0,100
OPP-2009,AG-22,Prospect Services-1010,2024-02-18,Négociation,300000.0,50
OPP-2010,AG-05,Prospect Services-1011,2025-01-31,Gagnée (Signée),150000.0,100
OPP-2011,AG-01,Prospect Industrie-1012,2024-01-08,Négociation,30000.0,50
OPP-2012,AG-15,Prospect Services-1013,2024-01-31,Gagnée (Signée),75000.0,100
OPP-2013,AG-04,Prospect Services-1014,2025-09-02,Lead Qualifié,150000.0,50
OPP-2014,AG-03,Prospect Services-1015,2024-08-28,Gagnée (Signée),30000.0,100
OPP-2015,AG-03,Prospect Industrie-1016,2024-05-14,Lead Qualifié,30000.0,75
OPP-2016,AG-19,Prospect Services-1017,2024-01-20,Gagnée (Signée),15000.0,100
OPP-2017,AG-09,Prospect Services-1018,2026-05-12,Proposition Envoyée,150000.0,75
OPP-2018,AG-07,Prospect Tech-1019,2026-07-02,Proposition Envoyée,30000.0,25
OPP-2019,AG-08,Prospect Services-1020,2024-03-04,Gagnée (Signée),15000.0,100
OPP-2020,AG-05,Prospect Industrie-1021,2024-06-16,Lead Qualifié,75000.0,75
OPP-2021,AG-01,Prospect Tech-1022,2025-04-05,Lead Qualifié,75000.0,75
OPP-2022,AG-15,Prospect Industrie-1023,2025-07-29,Gagnée (Signée),30000.0,100
OPP-2023,AG-12,Prospect Tech-1024,2025-09-15,Proposition Envoyée,30000.0,25
OPP-2024,AG-01,Prospect Tech-1025,2026-01-13,Proposition Envoyée,75000.0,25
OPP-2025,AG-04,Prospect Services-1026,2025-01-24,Négociation,300000.0,50
OPP-2026,AG-08,Prospect Tech-1027,2026-05-03,Négociation,300000.0,25
OPP-2027,AG-17,Prospect Industrie-1028,2026-03-11,Proposition Envoyée,15000.0,50
OPP-2028,AG-09,Prospect Services-1029,2026-05-29,Lead Qualifié,15000.0,75
OPP-2029,AG-11,Prospect Tech-1030,2026-05-04,Gagnée (Signée),75000.0,100
OPP-2030,AG-04,Prospect Industrie-1031,2025-07-30,Gagnée (Signée),150000.0,100
OPP-2031,AG-12,Prospect Tech-1032,2024-01-20,Gagnée (Signée),150000.0,100
OPP-2032,AG-05,Prospect Industrie-1033,2025-01-05,Gagnée (Signée),15000.0,100
OPP-2033,AG-22,Prospect Industrie-1034,2025-10-02,Proposition Envoyée,75000.0,75
OPP-2034,AG-17,Prospect Services-1035,2026-03-11,Perdue,30000.0,0
OPP-2035,AG-06,Prospect Industrie-1036,2026-06-23,Proposition Envoyée,150000.0,25
OPP-2036,AG-12,Prospect Tech-1037,2025-05-12,Proposition Envoyée,150000.0,25
OPP-2037,AG-02,Prospect Tech-1038,2024-09-14,Perdue,300000.0,0
OPP-2038,AG-05,Prospect Tech-1039,2024-05-16,Négociation,30000.0,25
OPP-2039,AG-09,Prospect Industrie-1040,2026-07-09,Lead Qualifié,75000.0,75
OPP-2040,AG-13,Prospect Tech-1041,2026-07-27,Négociation,15000.0,75
OPP-2041,AG-04,Prospect Services-1042,2026-06-05,Gagnée (Signée),15000.0,100
OPP-2042,AG-21,Prospect Tech-1043,2026-05-05,Gagnée (Signée),75000.0,100
OPP-2043,AG-17,Prospect Tech-1044,2025-09-12,Lead Qualifié,30000.0,75
OPP-2044,AG-08,Prospect Industrie-1045,2024-05-22,Proposition Envoyée,300000.0,75
OPP-2045,AG-16,Prospect Services-1046,2026-04-19,Lead Qualifié,75000.0,75
OPP-2046,AG-11,Prospect Services-1047,2025-03-23,Gagnée (Signée),30000.0,100
OPP-2047,AG-10,Prospect Tech-1048,2024-08-28,Proposition Envoyée,15000.0,75
OPP-2048,AG-12,Prospect Services-1049,2024-09-21,Proposition Envoyée,30000.0,50
OPP-2049,AG-09,Prospect Tech-1050,2026-01-04,Lead Qualifié,15000.0,75
OPP-2050,AG-17,Prospect Tech-1051,2024-04-12,Négociation,150000.0,75
OPP-2051,AG-19,Prospect Industrie-1052,2024-01-02,Perdue,75000.0,0
OPP-2052,AG-01,Prospect Industrie-1053,2025-05-14,Négociation,15000.0,25
OPP-2053,AG-16,Prospect Industrie-1054,2025-01-23,Proposition Envoyée,15000.0,50
OPP-2054,AG-15,Prospect Tech-1055,2026-06-08,Négociation,75000.0,50
OPP-2055,AG-08,Prospect Tech-1056,2025-11-10,Proposition Envoyée,75000.0,25
OPP-2056,AG-02,Prospect Tech-1057,2025-06-14,Lead Qualifié,30000.0,25
OPP-2057,AG-15,Prospect Tech-1058,2024-04-10,Proposition Envoyée,15000.0,75
OPP-2058,AG-04,Prospect Services-1059,2024-07-11,Gagnée (Signée),75000.0,100
OPP-2059,AG-19,Prospect Services-1060,2025-05-11,Lead Qualifié,300000.0,25
OPP-2060,AG-12,Prospect Tech-1061,2026-02-25,Proposition Envoyée,75000.0,75
OPP-2061,AG-16,Prospect Services-1062,2025-04-10,Négociation,30000.0,75
OPP-2062,AG-13,Prospect Services-1063,2024-05-30,Proposition Envoyée,30000.0,75
OPP-2063,AG-01,Prospect Industrie-1064,2025-01-21,Gagnée (Signée),15000.0,100
OPP-2064,AG-03,Prospect Services-1065,2024-07-23,Négociation,75000.0,25
OPP-2065,AG-13,Prospect Industrie-1066,2026-04-27,Proposition Envoyée,15000.0,50
OPP-2066,AG-15,Prospect Industrie-1067,2024-01-30,Lead Qualifié,15000.0,75
OPP-2067,AG-22,Prospect Tech-1068,2026-07-24,Gagnée (Signée),30000.0,100
OPP-2068,AG-06,Prospect Industrie-1069,2024-05-22,Proposition Envoyée,15000.0,25
OPP-2069,AG-16,Prospect Tech-1070,2025-01-01,Proposition Envoyée,15000.0,75
OPP-2070,AG-19,Prospect Services-1071,2024-12-16,Gagnée (Signée),75000.0,100
OPP-2071,AG-16,Prospect Tech-1072,2025-03-20,Gagnée (Signée),300000.0,100
OPP-2072,AG-06,Prospect Industrie-1073,2024-07-15,Proposition Envoyée,15000.0,50
OPP-2073,AG-13,Prospect Services-1074,2024-08-27,Proposition Envoyée,30000.0,25
OPP-2074,AG-13,Prospect Industrie-1075,2024-10-06,Proposition Envoyée,30000.0,50
OPP-2075,AG-08,Prospect Services-1076,2025-08-27,Proposition Envoyée,75000.0,25
OPP-2076,AG-06,Prospect Industrie-1077,2025-08-01,Négociation,15000.0,50
OPP-2077,AG-18,Prospect Tech-1078,2025-06-18,Proposition Envoyée,30000.0,50
OPP-2078,AG-13,Prospect Industrie-1079,2025-12-20,Proposition Envoyée,15000.0,75
OPP-2079,AG-06,Prospect Services-1080,2026-07-22,Proposition Envoyée,15000.0,75
OPP-2080,AG-05,Prospect Tech-1081,2024-02-15,Proposition Envoyée,300000.0,50
OPP-2081,AG-16,Prospect Services-1082,2024-05-21,Négociation,75000.0,75
OPP-2082,AG-15,Prospect Services-1083,2026-03-25,Lead Qualifié,30000.0,75
OPP-2083,AG-11,Prospect Services-1084,2024-09-28,Lead Qualifié,15000.0,75
OPP-2084,AG-12,Prospect Industrie-1085,2025-02-12,Gagnée (Signée),15000.0,100
OPP-2085,AG-19,Prospect Tech-1086,2025-08-29,Gagnée (Signée),15000.0,100
OPP-2086,AG-12,Prospect Industrie-1087,2026-07-24,Proposition Envoyée,300000.0,75
OPP-2087,AG-09,Prospect Services-1088,2025-02-27,Négociation,30000.0,50
OPP-2088,AG-05,Prospect Services-1089,2025-07-04,Perdue,15000.0,0
OPP-2089,AG-04,Prospect Tech-1090,2026-05-11,Négociation,75000.0,75
OPP-2090,AG-16,Prospect Tech-1091,2025-08-08,Gagnée (Signée),75000.0,100
OPP-2091,AG-13,Prospect Tech-1092,2025-01-23,Gagnée (Signée),15000.0,100
OPP-2092,AG-21,Prospect Services-1093,2024-07-25,Lead Qualifié,300000.0,50
OPP-2093,AG-03,Prospect Industrie-1094,2026-02-24,Proposition Envoyée,15000.0,75
OPP-2094,AG-03,Prospect Services-1095,2024-10-09,Gagnée (Signée),30000.0,100
OPP-2095,AG-10,Prospect Industrie-1096,2026-02-26,Négociation,15000.0,50
OPP-2096,AG-10,Prospect Industrie-1097,2025-11-01,Négociation,15000.0,25
OPP-2097,AG-11,Prospect Industrie-1098,2025-02-02,Négociation,30000.0,50
OPP-2098,AG-16,Prospect Tech-1099,2026-02-03,Proposition Envoyée,30000.0,50
OPP-2099,AG-08,Prospect Tech-1100,2026-04-10,Gagnée (Signée),30000.0,100
OPP-2100,AG-16,Prospect Tech-1101,2024-01-18,Proposition Envoyée,15000.0,25
OPP-2101,AG-09,Prospect Tech-1102,2024-07-22,Négociation,150000.0,50
OPP-2102,AG-20,Prospect Services-1103,2025-07-05,Lead Qualifié,150000.0,25
OPP-2103,AG-08,Prospect Services-1104,2024-09-13,Proposition Envoyée,15000.0,75
OPP-2104,AG-05,Prospect Tech-1105,2026-04-09,Proposition Envoyée,150000.0,25
OPP-2105,AG-02,Prospect Tech-1106,2024-10-14,Proposition Envoyée,150000.0,75
OPP-2106,AG-19,Prospect Services-1107,2026-02-07,Gagnée (Signée),150000.0,100
OPP-2107,AG-16,Prospect Industrie-1108,2024-07-06,Proposition Envoyée,15000.0,50
OPP-2108,AG-12,Prospect Services-1109,2026-05-23,Gagnée (Signée),150000.0,100
OPP-2109,AG-13,Prospect Industrie-1110,2024-10-21,Gagnée (Signée),30000.0,100
OPP-2110,AG-10,Prospect Tech-1111,2026-05-17,Gagnée (Signée),30000.0,100
OPP-2111,AG-22,Prospect Tech-1112,2026-03-24,Gagnée (Signée),15000.0,100
OPP-2112,AG-18,Prospect Tech-1113,2026-01-01,Gagnée (Signée),15000.0,100
OPP-2113,AG-04,Prospect Services-1114,2024-07-25,Lead Qualifié,300000.0,50
OPP-2114,AG-21,Prospect Industrie-1115,2024-05-15,Négociation,30000.0,75
OPP-2115,AG-20,Prospect Services-1116,2024-09-15,Gagnée (Signée),30000.0,100
OPP-2116,AG-14,Prospect Industrie-1117,2024-04-16,Perdue,75000.0,0
OPP-2117,AG-02,Prospect Tech-1118,2025-12-08,Perdue,15000.0,0
OPP-2118,AG-04,Prospect Services-1119,2024-12-22,Lead Qualifié,15000.0,75
OPP-2119,AG-14,Prospect Tech-1120,2025-04-13,Gagnée (Signée),150000.0,100
OPP-2120,AG-18,Prospect Industrie-1121,2025-10-26,Lead Qualifié,30000.0,75
OPP-2121,AG-02,Prospect Services-1122,2026-04-11,Négociation,15000.0,25
OPP-2122,AG-02,Prospect Industrie-1123,2025-06-26,Lead Qualifié,30000.0,50
OPP-2123,AG-04,Prospect Tech-1124,2026-04-01,Négociation,150000.0,25
OPP-2124,AG-15,Prospect Industrie-1125,2025-11-03,Lead Qualifié,15000.0,25
OPP-2125,AG-15,Prospect Tech-1126,2025-12-03,Gagnée (Signée),75000.0,100
OPP-2126,AG-06,Prospect Services-1127,2026-03-31,Lead Qualifié,15000.0,75
OPP-2127,AG-14,Prospect Services-1128,2025-08-29,Lead Qualifié,15000.0,25
OPP-2128,AG-05,Prospect Industrie-1129,2025-05-27,Proposition Envoyée,15000.0,25
OPP-2129,AG-06,Prospect Tech-1130,2025-05-04,Perdue,30000.0,0
OPP-2130,AG-20,Prospect Tech-1131,2024-05-10,Gagnée (Signée),15000.0,100
OPP-2131,AG-22,Prospect Services-1132,2025-12-17,Proposition Envoyée,300000.0,50
OPP-2132,AG-01,Prospect Services-1133,2025-06-08,Gagnée (Signée),30000.0,100
OPP-2133,AG-09,Prospect Tech-1134,2026-02-07,Proposition Envoyée,30000.0,25
OPP-2134,AG-10,Prospect Tech-1135,2024-03-11,Perdue,15000.0,0
OPP-2135,AG-17,Prospect Services-1136,2024-06-06,Négociation,75000.0,75
OPP-2136,AG-09,Prospect Industrie-1137,2025-11-26,Gagnée (Signée),30000.0,100
OPP-2137,AG-12,Prospect Industrie-1138,2024-04-02,Négociation,15000.0,75
OPP-2138,AG-10,Prospect Services-1139,2025-12-02,Lead Qualifié,30000.0,75
OPP-2139,AG-18,Prospect Industrie-1140,2024-10-24,Gagnée (Signée),75000.0,100
OPP-2140,AG-17,Prospect Services-1141,2024-10-13,Proposition Envoyée,75000.0,75
OPP-2141,AG-03,Prospect Tech-1142,2024-11-29,Gagnée (Signée),15000.0,100
OPP-2142,AG-15,Prospect Services-1143,2025-02-24,Proposition Envoyée,15000.0,25
OPP-2143,AG-11,Prospect Industrie-1144,2025-02-20,Perdue,75000.0,0
OPP-2144,AG-18,Prospect Services-1145,2026-07-29,Gagnée (Signée),15000.0,100
OPP-2145,AG-19,Prospect Tech-1146,2026-01-19,Proposition Envoyée,150000.0,50
OPP-2146,AG-19,Prospect Tech-1147,2024-01-26,Gagnée (Signée),75000.0,100
OPP-2147,AG-15,Prospect Industrie-1148,2025-04-23,Gagnée (Signée),30000.0,100
OPP-2148,AG-11,Prospect Tech-1149,2026-03-21,Perdue,150000.0,0
OPP-2149,AG-14,Prospect Industrie-1150,2024-05-04,Perdue,30000.0,0
OPP-2150,AG-01,Prospect Services-1151,2024-06-21,Gagnée (Signée),75000.0,100
OPP-2151,AG-04,Prospect Industrie-1152,2026-07-08,Lead Qualifié,30000.0,25
OPP-2152,AG-20,Prospect Services-1153,2024-02-13,Proposition Envoyée,15000.0,75
OPP-2153,AG-05,Prospect Tech-1154,2026-05-12,Gagnée (Signée),75000.0,100
OPP-2154,AG-06,Prospect Industrie-1155,2026-02-19,Lead Qualifié,150000.0,50
OPP-2155,AG-22,Prospect Industrie-1156,2025-07-09,Proposition Envoyée,30000.0,75
OPP-2156,AG-06,Prospect Tech-1157,2024-09-10,Gagnée (Signée),75000.0,100
OPP-2157,AG-06,Prospect Tech-1158,2025-07-10,Négociation,75000.0,50
OPP-2158,AG-12,Prospect Services-1159,2024-04-24,Lead Qualifié,30000.0,25
OPP-2159,AG-21,Prospect Industrie-1160,2025-02-13,Perdue,30000.0,0
OPP-2160,AG-06,Prospect Tech-1161,2025-08-10,Perdue,15000.0,0
OPP-2161,AG-01,Prospect Industrie-1162,2026-06-03,Perdue,150000.0,0
OPP-2162,AG-12,Prospect Tech-1163,2025-11-04,Lead Qualifié,15000.0,50
OPP-2163,AG-18,Prospect Industrie-1164,2026-01-02,Gagnée (Signée),30000.0,100
OPP-2164,AG-13,Prospect Tech-1165,2026-01-14,Négociation,300000.0,75
OPP-2165,AG-06,Prospect Services-1166,2025-11-02,Négociation,75000.0,25
OPP-2166,AG-22,Prospect Services-1167,2024-01-13,Gagnée (Signée),75000.0,100
OPP-2167,AG-07,Prospect Tech-1168,2025-05-06,Gagnée (Signée),15000.0,100
OPP-2168,AG-17,Prospect Tech-1169,2026-06-23,Proposition Envoyée,15000.0,75
OPP-2169,AG-14,Prospect Tech-1170,2024-03-08,Gagnée (Signée),30000.0,100
OPP-2170,AG-01,Prospect Industrie-1171,2024-07-30,Proposition Envoyée,75000.0,75
OPP-2171,AG-20,Prospect Tech-1172,2025-12-17,Proposition Envoyée,75000.0,25
OPP-2172,AG-14,Prospect Tech-1173,2026-04-21,Perdue,150000.0,0
OPP-2173,AG-10,Prospect Services-1174,2024-06-09,Gagnée (Signée),75000.0,100
OPP-2174,AG-01,Prospect Industrie-1175,2024-01-31,Gagnée (Signée),75000.0,100
OPP-2175,AG-12,Prospect Industrie-1176,2025-11-17,Négociation,75000.0,50
OPP-2176,AG-21,Prospect Industrie-1177,2025-02-16,Gagnée (Signée),30000.0,100
OPP-2177,AG-01,Prospect Industrie-1178,2024-03-09,Gagnée (Signée),30000.0,100
OPP-2178,AG-03,Prospect Services-1179,2024-10-21,Lead Qualifié,75000.0,75
OPP-2179,AG-08,Prospect Services-1180,2025-10-05,Lead Qualifié,300000.0,50
OPP-2180,AG-18,Prospect Services-1181,2024-01-02,Négociation,15000.0,75
OPP-2181,AG-20,Prospect Tech-1182,2024-03-18,Négociation,75000.0,50
OPP-2182,AG-04,Prospect Industrie-1183,2025-04-07,Négociation,15000.0,25
OPP-2183,AG-12,Prospect Services-1184,2024-01-19,Proposition Envoyée,30000.0,25
OPP-2184,AG-06,Prospect Services-1185,2026-05-25,Gagnée (Signée),150000.0,100
OPP-2185,AG-10,Prospect Tech-1186,2024-12-05,Gagnée (Signée),30000.0,100
OPP-2186,AG-11,Prospect Tech-1187,2025-05-25,Gagnée (Signée),75000.0,100
OPP-2187,AG-17,Prospect Services-1188,2024-10-16,Perdue,75000.0,0
OPP-2188,AG-07,Prospect Tech-1189,2024-04-28,Négociation,30000.0,50
OPP-2189,AG-22,Prospect Tech-1190,2024-03-09,Lead Qualifié,30000.0,50
OPP-2190,AG-17,Prospect Tech-1191,2025-10-19,Lead Qualifié,15000.0,50
OPP-2191,AG-14,Prospect Services-1192,2024-11-19,Perdue,30000.0,0
OPP-2192,AG-15,Prospect Tech-1193,2024-07-31,Négociation,75000.0,75
OPP-2193,AG-12,Prospect Industrie-1194,2025-11-12,Proposition Envoyée,15000.0,75
OPP-2194,AG-13,Prospect Industrie-1195,2024-04-27,Lead Qualifié,15000.0,75
OPP-2195,AG-13,Prospect Tech-1196,2025-05-30,Gagnée (Signée),75000.0,100
OPP-2196,AG-16,Prospect Services-1197,2025-10-26,Proposition Envoyée,30000.0,25
OPP-2197,AG-15,Prospect Services-1198,2025-11-29,Gagnée (Signée),150000.0,100
OPP-2198,AG-10,Prospect Industrie-1199,2024-06-03,Proposition Envoyée,15000.0,25
OPP-2199,AG-07,Prospect Tech-1200,2026-03-14,Lead Qualifié,30000.0,25
